brand,title,start_time,distance,volume,gear,tag,price
本田, 奥德赛 2006款 2.4L 舒适型,2006年,8万公里,2.4升,自动,,3.75
江铃, 福特新世代全顺 2013款 2.4 手动 柴油15座长轴中顶豪华型,2013年,6万公里,2.4升,手动,,9.8
玛莎拉蒂, Levante 2018款 3.0T 350Hp 运动版,2018年,0.9万公里,3.0升,自动,,75.8
大众, POLO劲情 2007款 劲情 1.4L 自动风尚版,2007年,12万公里,1.4升,自动,,2.3
本田, 飞度 2004款 1.3L CVT,2004年,12万公里,1.3升,自动,,0.9
福特, 蒙迪欧 2006款 2.0 手动 GLX经典型,2006年,20万公里,2.0升,手动,,0.7
丰田, 赛纳 2014款3.5L 四驱 LE 美规版,2014年,6万公里,3.5升,自动,高配,36.8
别克, GL8 2017款 28T 旗舰型,2017年,6.8万公里,2.0升,自动,,32.5
大众, 速腾 2007款 2.0 手自一体 时尚版,2007年,13万公里,2.0升,自动,,2.55
江铃, 经典全顺 2016款 2.4 手动 汽油长轴10座中顶物流车4G64S4N,2017年,5万公里,2.4升,手动,,9.8
现代, 雅绅特 2007款 1.4 手动 时尚型,2007年,8万公里,1.4升,手动,,1.03
丰田, 埃尔法 2012款 3.5L 豪华版,2012年,6.8万公里,3.5升,自动,,43
丰田, 普拉多 2015款 2.7L 自动豪华版,2015年,7万公里,2.7升,自动,高配,34.5
依维柯, 2013款 2.8TA36 客货两用,2013年,6万公里,2.8升,手动,,5.9
奥迪, A8L 2008款 A8L 3.2 FSI豪华型,2008年,11万公里,3.2升,自动,,17.3
江铃, 福特新世代全顺 2013款 2.4 手动 柴油7座长轴中顶经济型,2013年,6万公里,2.4升,手动,,11.3
本田, 思迪 2007款 1.3L 手动标准版,2007年,13万公里,1.3升,手动,,0.88
奔驰, S级 1995款 S600 6.0 自动 V12,1998年,11.2万公里,6.0升,自动,高配,3.8
奔驰, GLA级 2016款 GLA 200 动感型,2016年,3.96万公里,1.6升,自动,,17.8
奥迪, A4 2007款 1.8T 自动舒适型,2007年,15万公里,1.8升,自动,,3.6
本田, XRV 2019款 XRV 1.5L CVT经典版 国VI,2019年,0.99万公里,1.5升,自动,,8.86
丰田, 锐志 2011款 3.0L 自动 风尚旗舰导航版,2011年,11万公里,3.0升,自动,高配,13.5
现代, 瑞纳 2010款 三厢 1.4L 手动标准型GL,2010年,13万公里,1.4升,手动,,2.5
大通, 上汽MAXUS G10 2016款 2.0T 自动 行政版,2017年,0.1万公里,2.0升,自动,,11.8
路虎, 极光 2012款 2.0T 5门耀动版,2012年,8.9万公里,2.0升,自动,,17.8
大众, 速腾 2009款 1.6L 自动时尚型真皮版,2009年,8万公里,1.6升,自动,,3.15
路虎, 神行者2 2007款 3.2 手自一体,2007年,17万公里,3.2升,自动,高配,8.6
奔驰, S级 2010款 S 300 L 豪华型,2011年,12万公里,3.0升,自动,,25
铃木, 雨燕 2007款 1.3L 手动炫彩版,2008年,8万公里,1.3升,手动,,1.3
玛莎拉蒂, Levante 2016款 3.0T Levante,2016年,5万公里,3.0升,自动,,64.8
林肯, 领航员 2013款 5.4 自动 陆军一号,2013年,4.1万公里,5.4升,自动,,53
路虎, 揽胜星脉 2019款 380PS RDYNAMIC SE,2018年,0.28万公里,3.0升,自动,,59.6
奔驰, GLC级 2016款 GLC 260 4MATIC 豪华型,2016年,8.9万公里,2.0升,自动,,32.58
哈弗, H9 2017款 2.0T 汽油四驱豪华型 7座,2018年,2.9万公里,2.0升,自动,,18.8
大众, 速腾 2006款 1.6 手自一体 真皮型,2006年,13万公里,1.6升,自动,,1.3
吉普, 牧马人 2016款 3.0L 75周年致敬版 Sahara,2016年,2万公里,3.0升,自动,高配,41.8
现代, 瑞纳 2010款 三厢 1.4L 自动时尚型GT,2011年,10.6万公里,1.4升,自动,,3.68
宝马, 5系 2009款 530Li 豪华型,2009年,8万公里,3.0升,自动,高配,10
雷克萨斯, LS 2018款 LS 500h 行政版,2019年,3万公里,3.5升,自动,高配,85
奥迪, A8L 2007款 A8L 3.2 FSI 豪华型,2007年,14万公里,3.2升,自动,,14.3
大众, 帕萨特领驭 2006款 1.8T 自动 舒适型VIP,2006年,13万公里,1.8升,自动,,2.3
宝马, 5系 2019款 540Li 行政版,2018年,0.89万公里,3.0升,自动,,53.78
吉普, 牧马人 2009款 3.8 自动 四门版,2009年,13万公里,3.8升,自动,,15.5
保时捷, Cayenne 2019款 Coupé 3.0T,2019年,0.14万公里,3.0升,自动,,125.8
WEY, VV7 2017款 VV7c 旗舰型,2018年,1万公里,2.0升,自动,,13.5
现代, 圣达菲 2004款 2.4 手动 四驱,2005年,26万公里,2.4升,手动,高配,1.5
标致, 307三厢 2006款 1.6L 自动XS,2006年,13万公里,1.6升,自动,,0.81
宝马, X6 2008款 xDrive35i,2008年,12万公里,3.0升,自动,,18.3
标致, 307三厢 2006款 2.0 手自一体 XS 天窗版,2006年,9万公里,2.0升,自动,,1.5
宝马, 7系 2005款 730Li,2005年,8万公里,3.0升,自动,,6.5
保时捷, Cayenne 2011款 Cayenne 3.0T,2013年,18万公里,3.0升,自动,,43.5
捷豹, XJ 2007款 6L 3.0 手自一体 皇家加长版,2008年,15万公里,3.0升,自动,,24.5
丰田, 兰德酷路泽 2011款 4.7 自动 VX 四驱,2011年,10万公里,4.7升,自动,高配,48
大众, 帕萨特领驭 2007款 1.8T 自动VIP型,2007年,9万公里,1.8升,自动,,2.58
中华, 骏捷 2009款 1.6 手动 舒适型,2010年,10万公里,1.6升,手动,,1.28
现代, 瑞纳 2010款 三厢 1.4L 手动豪华型GLS,2010年,9万公里,1.4升,手动,,2.5
奥迪, A6(进口) 2015款 3.0T allroad quattro,2016年,5.15万公里,3.0升,自动,高配,39.3
福特, 蒙迪欧致胜 2007款 2.3L 时尚型,2007年,10万公里,2.3升,自动,,2
大众, 桑塔纳3000 2006款 1.8 手动 导入型,2008年,10万公里,1.8升,手动,,1
大众, 捷达 2004款 1.6 手动 CIFP伙伴,2004年,13万公里,1.6升,手动,,0.5
大众, 速腾 2019款 200TSI 手动时尚型 国VI,2019年,0.98万公里,1.2升,手动,,8.25
别克, GL8 2007款 2.5L GT 精英版,2009年,10万公里,2.5升,自动,,2.8
荣威, Ei5 2018款 Ei5 互联网豪华版,2018年,1.98万公里,纯电动,自动,,9.2
铃木, 雨燕 2007款 1.3L 手动炫乐版,2007年,10万公里,1.3升,手动,,1.48
铃木, 北斗星 2010款 e 1.4L 手动ES经济型,2010年,13万公里,1.4升,手动,,1.18
福特, 蒙迪欧 2007款 2.0 自动 尊贵型,2007年,12万公里,2.0升,自动,,1.5
日产, 奇骏 2016款 2.5L CVT运动版 4WD,2017年,1.5万公里,2.5升,自动,高配,17.88
雷克萨斯, IS 2007款 300 3.0 手自一体 炫动特别版,2007年,13万公里,3.0升,自动,高配,7.3
宝马, 7系 2013款 730Li 豪华型,2014年,9万公里,3.0升,自动,,35.5
雪佛兰, 科鲁兹 2009款 1.6L SE MT,2009年,11万公里,1.6升,手动,,1.5
标致, 307两厢 2007款 2.0L 自动舒适版,2007年,12万公里,2.0升,自动,高配,1
丰田, 凯美瑞 2006款 200G,2006年,16万公里,2.0升,自动,,2.2
福特, 福克斯三厢 2009款 三厢 1.8L 手动舒适型,2008年,10万公里,1.8升,手动,,1.68
大众, 桑塔纳2000 2003款 1.8 自动 俊杰,2004年,21万公里,1.8升,自动,高配,0.75
雷克萨斯, LX 2017款 LX 570 尊贵豪华版,2017年,4万公里,5.7升,自动,,143
雪铁龙, 萨拉毕加索 2007款 1.6L 手动天窗版,2008年,8.2万公里,1.6升,手动,,1.9
大众, 迈腾 2015款 1.8TSI 豪华型,2014,14.1万公里,1.8升,自动,,16
日产, 天籁 2005款 230JM,2005年,18万公里,2.3升,自动,,1
标致, 307三厢 2006款 1.6L 自动XS,2006年,15万公里,1.6升,自动,,0.88
奔驰, GLK级 2013款 GLK 300 4MATIC 豪华型,2013年,8万公里,3.0升,自动,高配,31.8
大众, 途锐 2005款 3.2 手自一体 标准型,2005年,8万公里,3.2升,自动,,5.5
大众, 捷达 2010款 1.6L 伙伴,2010年,7万公里,1.6升,手动,,1.5
丰田, 威驰 2005款 1.3 自动 三周年纪念版,2005年,15万公里,1.3升,自动,,1
别克, GL8 2014款 2.4L 行政版,2016年,2万公里,2.4升,自动,,12.5
奔驰, CLS级 2015款 CLS 260,2015年,3.5万公里,2.0升,自动,,38
福特, 福克斯两厢 2006款 两厢 1.8L 自动时尚型,2006年,13.5万公里,1.8升,自动,,1
MINI, 2014款 1.2T ONE+,2015年,3.7万公里,1.2升,自动,,13.58
宝马, X4 2014款 xDrive28i M运动型,2015年,7万公里,2.0升,自动,,33.8
宝马, 6系 2004款 645Ci,2006年,11万公里,4.4升,自动,高配,12.35
奔驰, C级 2013款 C 180 经典型 Grand Edition,2014年,9万公里,1.8升,自动,,13.98
现代, 悦动 2008款 1.6L MT GL,2008年,12万公里,1.6升,手动,,1.15
日产, 奇骏 2019款 2.0L CVT舒适版 2WD,2018年,2.6万公里,2.0升,自动,,13.88
江淮, iEV 2015款 iEV4纯电动豪华智能型,2016年,2.4万公里,1.0升,自动,,2.98
宝沃, BX7 2016款 28T 自动 四驱旗舰版5座,2016年,6.3万公里,2.0升,自动,,9.3
别克, 君威 2006款 2.5L 自动豪华,2007年,11万公里,2.5升,自动,高配,1
奥迪, A6L 2010款 2.0 TFSI 自动标准型,2011年,6万公里,2.0升,自动,,12
马自达, 阿特兹 2017款 2.0L 蓝天豪华版,2017年,2.5万公里,2.0升,自动,,13.98
丰田, 卡罗拉 2008款 1.8L 自动GLi天窗特别版,2008年,7万公里,1.8升,自动,,6.5
现代, 全新胜达 2015款 2.4L 自动两驱智能型 5座,2015年,7.7万公里,2.4升,自动,,12.28
宝马, 7系 2009款 730Li豪华型,2010年,15万公里,3.0升,自动,,20.8
别克, 凯越 2006款 LE 1.6 手动 舒适版,2006年,16万公里,1.6升,手动,,1.05
标致, 307两厢 2010款 两厢 1.6L 自动舒适版,2010年,9万公里,1.6升,自动,,2.49
福田, 风景 2016款 2.0 手动 风景快运版长轴低顶4Q20M,2016年,5万公里,2.0升,手动,,4.3
别克, GL8 2014款 3.0L GT豪华商务豪雅版,2014年,8万公里,3.0升,自动,,16.8
凯迪拉克, XTS 2018款 XTS 28T 技术型,2018年,1.22万公里,2.0升,自动,,18.08
日产, 天籁 2005款 230JMS,2005年,16万公里,2.3升,自动,,1.15
捷豹, XF 2015款 2.0T 自动 豪华版Sportbrake,2014年,4.8万公里,2.0升,自动,,25
保时捷, Cayman 2012款 2.7L 自动,2012年,6万公里,2.7升,自动,,20
日产, 奇骏 2015款 2.5L CVT领先MAX版 4WD,2015年,6.6万公里,2.5升,自动,高配,14.8
奇瑞, QQ3 2012款 时尚版 1.0L 手动爱尚型,2012年,7万公里,1.0升,手动,,0.88
克莱斯勒, 300M(进口) 1998款 3.5 自动 300M,2005年,15万公里,3.5升,自动,高配,3.6
宝马, X5 2006款 3.0i,2006年,8万公里,3.0升,自动,,7.8
保时捷, Boxster 2007款 3.4 手自一体,2010年,8.2万公里,3.4升,自动,高配,20
路虎, 揽胜 2004款 4.4 自动 顶级版,2005年,10万公里,4.4升,自动,高配,14.5
奥迪, Q7 2006款 3.6 FSI quattro 基本型,2006年,12万公里,3.6升,自动,,8.5
奥迪, Q5 2016款 40 TFSI 技术型,2016年,4.3万公里,2.0升,自动,,26.58
奥迪, Q5L 2018款 Q5L 45 TFSI 尊享时尚型,2018年,0.01万公里,2.0升,自动,,35.2
丰田, 凯美瑞 2019款 2.0G 豪华版 国VI,2019年,1.33万公里,2.0升,自动,,13.58
奥迪, Q5 2015款 40 TFSI 豪华型,2015年,4万公里,2.0升,自动,高配,32.8
别克, 英朗GT 2009款 1.6 手动 进取版,2009年,13万公里,1.6升,手动,,1.6
丰田, 普瑞维亚 2010款 2.4 手自一体 7座豪华版,2010年,11万公里,2.4升,自动,,22.5
克莱斯勒, 太平洋 2003款 3.5 自动,2005年,11万公里,3.5升,自动,,3.57
奥迪, A6L 2005款 2.0T 自动标准型,2006年,13万公里,2.0升,自动,,4.35
标致, 206 2006款 1.4L 自动,2006年,10万公里,1.4升,自动,,0.65
大众, 速腾 2006款 1.6 手动 真皮型,2006年,10万公里,1.6升,手动,,1
保时捷, Cayenne 2011款 Cayenne 3.0T,2012年,9万公里,3.0升,自动,,42
本田, 思域 2016款 220TURBO 自动豪华版,2018年,2万公里,1.5升,自动,,13.5
雷克萨斯, NX 2015款 200t 全驱 锋尚版,2015年,7.4万公里,2.0升,自动,,26.8
标致, 206 2005款 1.6L 自动智尚版,2005年,12万公里,1.6升,自动,,0.52
奥迪, A6L 2016款 TFSI 舒适型,2016年,8.08万公里,1.8升,自动,,27.3
林肯, MKX 2015款 2.7T 四驱尊耀版,2015年,3.5万公里,2.7升,自动,,24.77
铃木, 北斗星 2005款 1.4L 手动标准型,2007年,10万公里,1.4升,手动,,0.41
铃木, 雨燕 2005款 1.3L,2005年,12万公里,1.5升,手动,,1
沃尔沃, XC60 2020款 XC60 T5 四驱智逸豪华版,2019年,0.66万公里,2.0升,自动,,24.88
奥迪, TT 2008款 TT Coupe 2.0TFSI,2008年,6万公里,2.0升,自动,,10.6
宝马, 3系 2012款 320i 豪华型,2012年,11万公里,2.0升,自动,,10.5
奔驰, GLC级 2018款 改款 GLC 260 4MATIC 豪华型,2018年,0.5万公里,2.0升,自动,,37.5
大众, 新宝来 2019款 1.5L 自动时尚型 国VI,2019年,1.3万公里,1.5升,自动,,6.58
奔驰, AMG 2010款 AMG C 63 动感型增强版,2010年,9万公里,6.2升,自动,,23.5
GMC, Savana 2007款 6.0 手自一体 10座领袖级,2011年,3万公里,6.0升,自动,,22
大众, 速腾 2014款 1.4TSI 自动豪华型,2014年,6万公里,1.4升,自动,,8.3
丰田, 兰德酷路泽 2012款 4.6L 自动VXR,2015年,5万公里,4.6升,自动,高配,63.5
三菱, ASX劲炫 2011款 2.0两驱炫逸版,2011年,6万公里,2.0升,自动,,6.4
现代, 伊兰特 2006款 1.6 手动 豪华型,2006年,15万公里,1.6升,手动,,1.3
别克, 君越 2006款 2.4 自动 舒适型,2006年,14万公里,2.4升,自动,,1
奥迪, A6L 2010款 2.4L 豪华型,2010年,12万公里,2.4升,自动,,13.5
宝马, 6系 2007款 650i双门轿跑车,2008年,11万公里,4.8升,自动,,20.5
奔驰, G级 2010款 G 500,2012年,8万公里,5.5升,自动,高配,82.8
奥迪, A8L 2014款 A8L 45 TFSI quattro豪华型,2015年,6.8万公里,3.0升,自动,,48.5
别克, GL8 2014款 2.4L 经典版,2016年,2万公里,2.4升,自动,,12.5
大众, 桑塔纳志俊 2006款 2.0L 自动豪华型,2006年,13万公里,2.0升,自动,,0.9
日产, 途乐 2017款 5.6L 标准型,2017年,5.6万公里,5.6升,自动,高配,55.5
兰博基尼, Huracan 2014款 5.2 自动 LP6104 四驱,2019,0.08万公里,5.2升,自动,高配,280
奔驰, GLA级 2015款 GLA 260 4MATIC,2015年,7.7万公里,2.0升,自动,高配,20.5
别克, 君越 2007款 2.4 标准型,2007年,12万公里,2.4升,自动,,1.38
铃木, 天语SX4两厢 2009款 两厢 1.6L 手动运动型,2009年,11万公里,1.6升,手动,,1.85
本田, 奥德赛 2017款 2.4L 至尊福祉版,2017年,3万公里,2.4升,自动,高配,26.9
宝马, 5系 2006款 530i,2006年,16万公里,3.0升,自动,高配,4.7
奥迪, Q3 2015款 30 TFSI 进取型,2015年,5万公里,1.4升,自动,,14.8
起亚, 千里马 2004款 1.6L AT天窗版,2004年,13万公里,1.6升,自动,高配,0.68
大众, 高尔夫 2012款 1.4TSI 自动舒适型,2013年,3.3万公里,1.4升,自动,,7.58
宝沃, BX7 2016款 28T 自动 四驱旗舰版5座,2016年,8.3万公里,2.0升,自动,,10.6
奥迪, A6L 2018款 35 TFSI 典藏版,2018年,1.9万公里,2.0升,自动,,32.6
斯巴鲁, 傲虎 2015款 2.5i 豪华导航版,2015年,8.5万公里,2.5升,自动,,18.60
奥迪, A8L 2009款 A8L 2.8 FSI 标准型,2010年,16.33万公里,2.8升,自动,,15.69
大众, 捷达 2005款 CIF 伙伴,2006年,13万公里,1.6升,手动,,0.65
大众, 迈腾 2013款 2.0TSI 豪华型,2013年,4万公里,2.0升,自动,,12.98
奔驰, GL级 2008款 GL 450 4MATIC尊贵型,2008年,15万公里,4.7升,自动,,18.9
大众, 朗逸 2011款 1.6L 自动品雅版,2010年,7.8万公里,1.6升,自动,,4.68
日产, 途乐 2018款 4.0L 铂金型,2018年,1.5万公里,4.0升,自动,,44.8
铃木, 天语SX4两厢 2006款 1.6 手动,2006年,12万公里,1.6升,手动,,1.2
大众, 朗逸 2008款 1.6L 手动品悠版,2008年,11万公里,1.6升,手动,,1.5
保时捷, Macan 2018款 Macan Macan 2.0T,2019年,0.68万公里,2.0升,自动,,58.98
保时捷, 718 2016款 Boxster 2.0T,2017年,2万公里,2.0升,自动,,58.8
宝马, X5 2014款 xDrive35i 领先型,2014年,5.6万公里,3.0升,自动,,42.58
凯迪拉克, XTS 2018款 XTS 28T 技术型,2018年,1.22万公里,2.0升,自动,,18.08
林肯, MKX 2015款 2.7T 四驱尊耀版,2015年,3.5万公里,2.7升,自动,,24.77
铃木, 北斗星 2005款 1.4L 手动标准型,2007年,10万公里,1.4升,手动,,0.41
铃木, 雨燕 2005款 1.3L,2005年,12万公里,1.5升,手动,,1
奔驰, E级 2007款 E 200K 优雅型,2008年,10万公里,1.8升,自动,,6.25
大众, 途锐 2004款 3.2 手自一体 四驱标配版,2004年,10万公里,3.2升,自动,,6
路虎, 揽胜 2018款 3.0 V6 SC Vogue 传世加长版,2018年,2.48万公里,3.0升,自动,,132.8
大众, 捷达 2007款 CIX 伙伴豪华型,2007年,9.8万公里,1.6升,手动,,1
宾利, 欧陆 2016款 4.0T GT V8 S 标准版,2016年,2.9万公里,4.0升,自动,,172.8
别克, GL8 2013款 2.4L 经典版,2013年,10万公里,2.4升,自动,,8.6
奥迪, S5 2012款 S5 3.0T Sportback,2012年,6.5万公里,3.0升,自动,,20.98
大众, 迈腾 2008款 2.0TSI 自动舒适型,2008年,11万公里,2.0升,自动,,3.8
奥迪, A8L 2008款 A8L 3.2 FSI豪华型,2009年,14万公里,3.2升,自动,,18.3
大众, 高尔夫 2014款 1.4TSI 自动舒适型,2013年,3万公里,1.4升,自动,,8.68
奥迪, A3 2016款 Sportback 35 TFSI 风尚型,2016年,4.9万公里,1.4升,自动,,13.58
雪佛兰, 科鲁兹 2009款 1.6L SE MT,2009年,10万公里,1.6升,手动,,1.7
宝马, 2系 2018款 220i 运动设计套装,2018年,4万公里,1.5升,自动,,16.18
雪佛兰, 景程 2007款 2.0 自动 豪华版,2007年,8万公里,2.0升,自动,高配,1.8
标致, 3008 2015款 2.0L 手动潮流版,2016年,5万公里,2.0升,手动,,6.98
宝马, 2系 2016款 218i 时尚型,2017年,4万公里,1.5升,自动,,14.6
宝马, 4系 2014款 420i Gran Coupe 时尚型,2014年,6万公里,2.0升,自动,,23.58
丰田, 皇冠 1996款 3.0 自动,1996年,19万公里,3.0升,自动,高配,5.8
雪铁龙, 爱丽舍 2006款 1.4 手动,2006年,14万公里,1.4升,手动,,0.45
宝马, 5系 2006款 523Li 豪华型,2006年,9万公里,2.5升,自动,,5.98
奥迪, Q5 2017款 Q5 Plus 40 TFSI 进取型,2018年,2.5万公里,2.0升,自动,,27.98
吉利, 熊猫 2008款 1.3 自动,2008年,8万公里,1.3升,自动,高配,0.7
现代, 伊兰特 2008款 1.6 手动 导航版,2009年,8万公里,1.6升,手动,,1.8
捷豹, FType 2015款 3.0T 自动 V6 S,2015年,8万公里,3.0升,自动,,39.9
丰田, 普拉多 2014款 4.0L 自动TXL,2014年,10万公里,4.0升,自动,,41.0
现代, 伊兰特 2006款 1.6 手动 豪华型,2006年,15万公里,1.6升,手动,,1.3
